"região" "ano" "pop" "faixa"
"352" "Nordeste" 2016 5160907 "10-14 anos"
"353" "Sudeste" 2016 6314218 "10-14 anos"
"354" "Sul" 2016 2144015 "10-14 anos"
"355" "Centro-Oeste" 2016 1260640 "10-14 anos"
"356" "Norte" 2017 1783816 "10-14 anos"
"357" "Nordeste" 2017 5097990 "10-14 anos"
"358" "Sudeste" 2017 6211082 "10-14 anos"
"359" "Sul" 2017 2105854 "10-14 anos"
"360" "Centro-Oeste" 2017 1249185 "10-14 anos"
"361" "Norte" 2018 1772355 "10-14 anos"
"362" "Nordeste" 2018 5027819 "10-14 anos"
"363" "Sudeste" 2018 6111445 "10-14 anos"
"364" "Sul" 2018 2070434 "10-14 anos"
"365" "Centro-Oeste" 2018 1237962 "10-14 anos"
"366" "Norte" 2019 1758408 "10-14 anos"
"367" "Nordeste" 2019 4951418 "10-14 anos"
"368" "Sudeste" 2019 6015664 "10-14 anos"
"369" "Sul" 2019 2037726 "10-14 anos"
"370" "Centro-Oeste" 2019 1227147 "10-14 anos"
"371" "Norte" 2020 1742493 "10-14 anos"
"372" "Nordeste" 2020 4870128 "10-14 anos"
"373" "Sudeste" 2020 5924084 "10-14 anos"
"374" "Sul" 2020 2007645 "10-14 anos"
"375" "Centro-Oeste" 2020 1216822 "10-14 anos"
"376" "Norte" 1996 1336124 "15-19 anos"
"377" "Nordeste" 1996 5190251 "15-19 anos"
"378" "Sudeste" 1996 6713303 "15-19 anos"
"379" "Sul" 1996 2283227 "15-19 anos"
"380" "Centro-Oeste" 1996 1155614 "15-19 anos"
"381" "Norte" 1997 1373669 "15-19 anos"
"382" "Nordeste" 1997 5256061 "15-19 anos"
"383" "Sudeste" 1997 6822295 "15-19 anos"
"384" "Sul" 1997 2317334 "15-19 anos"
"385" "Centro-Oeste" 1997 1185186 "15-19 anos"
"386" "Norte" 1998 1405062 "15-19 anos"
"387" "Nordeste" 1998 5311187 "15-19 anos"
"388" "Sudeste" 1998 6913923 "15-19 anos"
"389" "Sul" 1998 2345869 "15-19 anos"
"390" "Centro-Oeste" 1998 1210035 "15-19 anos"
"391" "Norte" 1999 1436533 "15-19 anos"
"392" "Nordeste" 1999 5366530 "15-19 anos"
"393" "Sudeste" 1999 7005818 "15-19 anos"
"394" "Sul" 1999 2374313 "15-19 anos"
"395" "Centro-Oeste" 1999 1234893 "15-19 anos"
"396" "Norte" 2000 1539474 "15-19 anos"
"397" "Nordeste" 2000 5628417 "15-19 anos"
"398" "Sudeste" 2000 7219589 "15-19 anos"
"399" "Sul" 2000 2464188 "15-19 anos"
"400" "Centro-Oeste" 2000 1245887 "15-19 anos"
"401" "Norte" 2001 1558033 "15-19 anos"
"402" "Nordeste" 2001 5640188 "15-19 anos"
"403" "Sudeste" 2001 7200335 "15-19 anos"
"404" "Sul" 2001 2468944 "15-19 anos"
"405" "Centro-Oeste" 2001 1252328 "15-19 anos"
"406" "Norte" 2002 1564586 "15-19 anos"
"407" "Nordeste" 2002 5604751 "15-19 anos"
"408" "Sudeste" 2002 7131812 "15-19 anos"
"409" "Sul" 2002 2453788 "15-19 anos"
"410" "Centro-Oeste" 2002 1251139 "15-19 anos"
"411" "Norte" 2003 1564207 "15-19 anos"
"412" "Nordeste" 2003 5536020 "15-19 anos"
"413" "Sudeste" 2003 7033561 "15-19 anos"
"414" "Sul" 2003 2426785 "15-19 anos"
"415" "Centro-Oeste" 2003 1245771 "15-19 anos"
"416" "Norte" 2004 1565238 "15-19 anos"
"417" "Nordeste" 2004 5457262 "15-19 anos"
"418" "Sudeste" 2004 6936775 "15-19 anos"
"419" "Sul" 2004 2401373 "15-19 anos"
"420" "Centro-Oeste" 2004 1241777 "15-19 anos"
"421" "Norte" 2005 1572897 "15-19 anos"
"422" "Nordeste" 2005 5384112 "15-19 anos"
"423" "Sudeste" 2005 6861719 "15-19 anos"
"424" "Sul" 2005 2385956 "15-19 anos"
"425" "Centro-Oeste" 2005 1242673 "15-19 anos"
"426" "Norte" 2006 1586024 "15-19 anos"
"427" "Nordeste" 2006 5313575 "15-19 anos"
"428" "Sudeste" 2006 6806234 "15-19 anos"
"429" "Sul" 2006 2378358 "15-19 anos"
"430" "Centro-Oeste" 2006 1248118 "15-19 anos"
"431" "Norte" 2007 1604764 "15-19 anos"
"432" "Nordeste" 2007 5245809 "15-19 anos"
"433" "Sudeste" 2007 6772927 "15-19 anos"
"434" "Sul" 2007 2378546 "15-19 anos"
"435" "Centro-Oeste" 2007 1258581 "15-19 anos"
"436" "Norte" 2008 1627210 "15-19 anos"
"437" "Nordeste" 2008 5182999 "15-19 anos"
"438" "Sudeste" 2008 6757002 "15-19 anos"
"439" "Sul" 2008 2383659 "15-19 anos"
"440" "Centro-Oeste" 2008 1272375 "15-19 anos"
"441" "Norte" 2009 1649830 "15-19 anos"
"442" "Nordeste" 2009 5125867 "15-19 anos"
"443" "Sudeste" 2009 6747802 "15-19 anos"
"444" "Sul" 2009 2388335 "15-19 anos"
"445" "Centro-Oeste" 2009 1286392 "15-19 anos"
"446" "Norte" 2010 1670195 "15-19 anos"
"447" "Nordeste" 2010 5076273 "15-19 anos"
"448" "Sudeste" 2010 6738527 "15-19 anos"
"449" "Sul" 2010 2388890 "15-19 anos"
"450" "Centro-Oeste" 2010 1298372 "15-19 anos"
"451" "Norte" 2011 1688643 "15-19 anos"
"452" "Nordeste" 2011 5036783 "15-19 anos"
"453" "Sudeste" 2011 6733740 "15-19 anos"
"454" "Sul" 2011 2385579 "15-19 anos"
